,m,n,c,contigious,A,runtime,optimal_x,optimal_p,solver
49,20,10,1,False,"[[0 0 0 1 1 1 0 1 0 0]
 [0 1 1 0 1 1 1 1 0 0]
 [0 0 0 1 0 1 0 1 0 1]
 [1 0 1 1 1 1 1 1 0 1]
 [1 1 1 1 0 1 0 1 0 0]
 [0 1 1 0 0 0 1 1 0 1]
 [1 1 0 1 1 1 0 1 1 1]
 [1 1 1 1 0 0 0 0 0 1]
 [0 1 1 1 1 1 1 0 0 0]
 [1 1 0 1 1 1 1 1 1 1]
 [0 1 0 0 1 1 1 0 1 0]
 [0 0 1 0 1 1 1 0 1 0]
 [1 1 0 1 1 0 0 1 0 0]
 [1 1 0 0 0 0 0 0 0 1]
 [1 0 0 0 1 1 1 1 1 0]
 [0 1 1 1 1 1 0 0 1 0]
 [0 0 0 1 1 0 0 0 1 1]
 [0 0 1 1 0 1 1 0 0 0]
 [1 0 0 0 0 1 1 1 1 1]
 [1 0 1 0 1 1 1 1 0 0]]",1.2482054233551025,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],15.0,mainsolver
50,20,10,1,True,"[[1 1 1 0 1 1 1 1 0 0]
 [1 1 1 1 0 1 0 0 0 0]
 [1 0 1 1 1 0 1 0 1 1]
 [0 1 0 0 1 1 0 1 0 0]
 [0 0 1 1 1 1 1 1 1 1]
 [0 0 1 0 0 1 1 1 0 1]
 [0 1 0 1 1 0 1 1 1 1]
 [1 0 1 0 0 1 1 1 0 0]
 [0 1 1 1 1 0 1 0 1 0]
 [0 1 1 1 1 0 1 1 1 1]
 [1 1 1 0 0 0 0 0 0 1]
 [1 1 1 0 0 1 0 1 1 0]
 [0 0 0 0 1 1 1 0 1 0]
 [0 1 1 1 0 1 0 0 1 0]
 [1 1 1 1 1 0 0 0 1 0]
 [1 0 1 1 0 1 0 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 0 0 1 0 0 0 1 1 1]
 [0 0 1 0 1 0 1 1 1 1]]",0.000484466552734375,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],15,bruteforce
51,20,10,1,True,"[[1 1 1 0 1 1 1 1 0 0]
 [1 1 1 1 0 1 0 0 0 0]
 [1 0 1 1 1 0 1 0 1 1]
 [0 1 0 0 1 1 0 1 0 0]
 [0 0 1 1 1 1 1 1 1 1]
 [0 0 1 0 0 1 1 1 0 1]
 [0 1 0 1 1 0 1 1 1 1]
 [1 0 1 0 0 1 1 1 0 0]
 [0 1 1 1 1 0 1 0 1 0]
 [0 1 1 1 1 0 1 1 1 1]
 [1 1 1 0 0 0 0 0 0 1]
 [1 1 1 0 0 1 0 1 1 0]
 [0 0 0 0 1 1 1 0 1 0]
 [0 1 1 1 0 1 0 0 1 0]
 [1 1 1 1 1 0 0 0 1 0]
 [1 0 1 1 0 1 0 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]
 [1 0 1 0 0 0 0 0 1 1]
 [0 0 0 1 0 0 0 1 1 1]
 [0 0 1 0 1 0 1 1 1 1]]",1.2711150646209717,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],15.0,mainsolver
52,20,10,2,False,"[[1 1 1 0 0 1 1 0 0 0]
 [1 0 0 0 0 0 1 1 0 1]
 [0 1 1 0 0 0 1 1 1 1]
 [1 1 0 1 0 1 0 1 0 0]
 [0 0 0 0 1 0 0 0 0 1]
 [1 0 0 0 1 0 0 1 0 0]
 [1 0 0 1 0 1 0 0 1 0]
 [1 1 0 0 1 1 1 0 0 0]
 [1 1 1 0 1 0 1 1 0 1]
 [0 1 0 0 1 1 1 0 1 1]
 [0 0 0 1 0 1 0 1 0 1]
 [1 0 0 1 0 0 0 0 1 0]
 [1 0 1 1 1 0 0 1 1 1]
 [1 0 0 0 1 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 1 1]
 [0 0 0 0 1 0 1 0 0 0]
 [0 0 0 1 0 0 0 1 0 1]
 [1 1 0 1 1 1 1 1 1 1]
 [1 1 1 0 1 1 1 0 0 0]
 [0 1 1 0 0 0 1 0 0 0]]",0.0007369518280029297,[1. 0. 0. 0. 0. 0. 0. 0. 0. 1.],18,bruteforce
53,20,10,2,False,"[[1 1 1 0 0 1 1 0 0 0]
 [1 0 0 0 0 0 1 1 0 1]
 [0 1 1 0 0 0 1 1 1 1]
 [1 1 0 1 0 1 0 1 0 0]
 [0 0 0 0 1 0 0 0 0 1]
 [1 0 0 0 1 0 0 1 0 0]
 [1 0 0 1 0 1 0 0 1 0]
 [1 1 0 0 1 1 1 0 0 0]
 [1 1 1 0 1 0 1 1 0 1]
 [0 1 0 0 1 1 1 0 1 1]
 [0 0 0 1 0 1 0 1 0 1]
 [1 0 0 1 0 0 0 0 1 0]
 [1 0 1 1 1 0 0 1 1 1]
 [1 0 0 0 1 1 0 1 0 0]
 [1 0 0 1 1 0 0 0 1 1]
 [0 0 0 0 1 0 1 0 0 0]
 [0 0 0 1 0 0 0 1 0 1]
 [1 1 0 1 1 1 1 1 1 1]
 [1 1 1 0 1 1 1 0 0 0]
 [0 1 1 0 0 0 1 0 0 0]]",1.2121262550354004,[1. 0. 0. 0. 0. 0. 0. 0. 0. 1.],18.0,mainsolver
54,20,10,2,True,"[[1 1 0 1 1 1 1 0 0 1]
 [0 1 0 1 0 0 0 1 1 0]
 [0 0 1 1 1 1 0 1 1 0]
 [1 0 0 1 1 0 1 0 1 1]
 [1 0 0 1 0 1 1 0 0 1]
 [0 1 1 1 1 0 0 0 1 1]
 [0 1 1 0 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 0 0]
 [1 0 1 0 0 0 0 1 0 0]
 [0 0 0 0 1 0 1 0 1 0]
 [0 1 0 1 0 1 0 1 1 0]
 [0 1 0 1 1 1 0 0 0 1]
 [0 0 1 0 0 1 0 1 1 0]
 [1 1 1 1 1 0 1 1 1 0]
 [1 0 0 1 1 0 1 1 1 0]
 [1 1 1 0 1 0 1 0 1 0]
 [1 1 1 1 0 0 0 0 1 0]
 [0 0 0 0 1 0 0 0 1 0]
 [1 1 0 1 0 0 1 1 1 1]
 [1 1 1 1 0 1 0 0 0 1]]",0.0004582405090332031,[0. 0. 1. 1. 0. 0. 0. 0. 0. 0.],18,bruteforce
55,20,10,2,True,"[[1 1 0 1 1 1 1 0 0 1]
 [0 1 0 1 0 0 0 1 1 0]
 [0 0 1 1 1 1 0 1 1 0]
 [1 0 0 1 1 0 1 0 1 1]
 [1 0 0 1 0 1 1 0 0 1]
 [0 1 1 1 1 0 0 0 1 1]
 [0 1 1 0 1 1 0 1 0 1]
 [1 0 0 1 0 0 0 1 0 0]
 [1 0 1 0 0 0 0 1 0 0]
 [0 0 0 0 1 0 1 0 1 0]
 [0 1 0 1 0 1 0 1 1 0]
 [0 1 0 1 1 1 0 0 0 1]
 [0 0 1 0 0 1 0 1 1 0]
 [1 1 1 1 1 0 1 1 1 0]
 [1 0 0 1 1 0 1 1 1 0]
 [1 1 1 0 1 0 1 0 1 0]
 [1 1 1 1 0 0 0 0 1 0]
 [0 0 0 0 1 0 0 0 1 0]
 [1 1 0 1 0 0 1 1 1 1]
 [1 1 1 1 0 1 0 0 0 1]]",1.2574927806854248,[0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],18.0,mainsolver
56,20,10,4,False,"[[0 1 1 0 0 1 0 1 0 0]
 [0 0 0 1 1 1 1 0 1 0]
 [1 0 1 0 0 0 0 0 0 1]
 [1 0 1 1 1 0 0 1 1 1]
 [0 1 0 1 1 0 0 0 1 0]
 [1 0 0 1 0 0 1 0 1 1]
 [1 0 0 1 0 1 1 1 0 0]
 [0 1 1 1 1 0 0 1 0 1]
 [1 0 1 0 1 1 1 0 0 1]
 [1 1 1 0 1 0 1 0 1 0]
 [0 0 1 1 0 1 1 1 0 0]
 [1 1 1 0 1 1 0 0 0 0]
 [0 1 1 1 0 1 0 1 1 1]
 [1 0 0 1 1 0 0 0 1 1]
 [0 1 1 1 1 0 0 0 0 1]
 [0 0 1 1 0 1 0 1 0 1]
 [0 1 1 0 0 1 1 1 0 1]
 [0 0 1 0 0 1 0 1 0 0]
 [1 1 1 1 0 1 1 1 1 1]
 [1 1 0 0 0 0 1 1 1 0]]",0.0026884078979492188,[1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],20,bruteforce
57,20,10,4,False,"[[0 1 1 0 0 1 0 1 0 0]
 [0 0 0 1 1 1 1 0 1 0]
 [1 0 1 0 0 0 0 0 0 1]
 [1 0 1 1 1 0 0 1 1 1]
 [0 1 0 1 1 0 0 0 1 0]
 [1 0 0 1 0 0 1 0 1 1]
 [1 0 0 1 0 1 1 1 0 0]
 [0 1 1 1 1 0 0 1 0 1]
 [1 0 1 0 1 1 1 0 0 1]
 [1 1 1 0 1 0 1 0 1 0]
 [0 0 1 1 0 1 1 1 0 0]
 [1 1 1 0 1 1 0 0 0 0]
 [0 1 1 1 0 1 0 1 1 1]
 [1 0 0 1 1 0 0 0 1 1]
 [0 1 1 1 1 0 0 0 0 1]
 [0 0 1 1 0 1 0 1 0 1]
 [0 1 1 0 0 1 1 1 0 1]
 [0 0 1 0 0 1 0 1 0 0]
 [1 1 1 1 0 1 1 1 1 1]
 [1 1 0 0 0 0 1 1 1 0]]",1.1824142932891846,[0. 0. 1. 1. 0. 0. 0. 1. 0. 1.],20.0,mainsolver
58,20,10,4,True,"[[0 1 0 1 1 1 1 1 0 1]
 [0 1 1 1 0 0 1 1 1 0]
 [1 1 1 1 0 0 1 1 0 1]
 [0 1 1 0 1 1 0 0 0 1]
 [0 1 0 0 1 0 1 1 0 1]
 [0 1 1 1 0 1 0 0 1 0]
 [0 1 0 0 0 1 0 1 0 0]
 [0 0 1 1 1 1 0 0 1 0]
 [1 1 0 1 0 0 1 1 1 0]
 [1 0 0 0 0 0 1 0 1 0]
 [0 1 0 1 1 1 0 1 1 1]
 [1 0 0 0 0 0 0 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]
 [1 1 0 0 1 1 0 1 1 0]
 [1 0 0 1 1 1 1 1 0 1]
 [0 1 1 0 0 0 1 1 1 0]
 [1 0 1 0 1 0 1 0 1 1]
 [0 0 1 1 0 1 0 0 1 1]
 [1 0 1 0 0 1 1 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]]",0.0004069805145263672,[1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],20,bruteforce
59,20,10,4,True,"[[0 1 0 1 1 1 1 1 0 1]
 [0 1 1 1 0 0 1 1 1 0]
 [1 1 1 1 0 0 1 1 0 1]
 [0 1 1 0 1 1 0 0 0 1]
 [0 1 0 0 1 0 1 1 0 1]
 [0 1 1 1 0 1 0 0 1 0]
 [0 1 0 0 0 1 0 1 0 0]
 [0 0 1 1 1 1 0 0 1 0]
 [1 1 0 1 0 0 1 1 1 0]
 [1 0 0 0 0 0 1 0 1 0]
 [0 1 0 1 1 1 0 1 1 1]
 [1 0 0 0 0 0 0 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]
 [1 1 0 0 1 1 0 1 1 0]
 [1 0 0 1 1 1 1 1 0 1]
 [0 1 1 0 0 0 1 1 1 0]
 [1 0 1 0 1 0 1 0 1 1]
 [0 0 1 1 0 1 0 0 1 1]
 [1 0 1 0 0 1 1 1 1 0]
 [0 0 0 1 1 1 1 0 0 1]]",1.260761022567749,[0. 0. 0. 0. 0. 1. 1. 1. 1. 0.],20.0,mainsolver
60,20,10,8,False,"[[1 0 0 0 1 0 1 0 0 0]
 [1 0 1 0 1 1 1 1 0 1]
 [0 1 1 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 1 0]
 [1 0 1 0 0 1 1 0 1 0]
 [0 1 1 1 1 0 0 0 0 0]
 [0 0 0 1 0 0 1 0 0 1]
 [0 0 1 0 0 0 0 0 0 1]
 [1 1 1 1 1 1 1 0 0 1]
 [1 0 1 1 1 0 0 0 0 1]
 [0 1 0 1 0 0 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 1 0 1 1]
 [1 1 1 1 1 1 0 0 1 0]
 [1 1 0 0 0 0 0 1 1 0]
 [0 1 0 0 1 1 0 0 0 1]
 [1 0 1 1 0 1 1 0 0 1]
 [0 1 0 0 1 0 1 1 0 0]
 [0 0 0 0 1 1 1 0 0 0]]",0.0007443428039550781,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],20,bruteforce
61,20,10,8,False,"[[1 0 0 0 1 0 1 0 0 0]
 [1 0 1 0 1 1 1 1 0 1]
 [0 1 1 0 1 0 0 0 0 0]
 [1 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 1 0]
 [1 0 1 0 0 1 1 0 1 0]
 [0 1 1 1 1 0 0 0 0 0]
 [0 0 0 1 0 0 1 0 0 1]
 [0 0 1 0 0 0 0 0 0 1]
 [1 1 1 1 1 1 1 0 0 1]
 [1 0 1 1 1 0 0 0 0 1]
 [0 1 0 1 0 0 1 1 0 0]
 [1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 1 0 1 1]
 [1 1 1 1 1 1 0 0 1 0]
 [1 1 0 0 0 0 0 1 1 0]
 [0 1 0 0 1 1 0 0 0 1]
 [1 0 1 1 0 1 1 0 0 1]
 [0 1 0 0 1 0 1 1 0 0]
 [0 0 0 0 1 1 1 0 0 0]]",1.1620945930480957,[0. 1. 1. 1. 1. 1. 1. 1. 1. 0.],20.0,mainsolver
62,20,10,8,True,"[[1 0 1 1 0 1 1 0 1 0]
 [0 1 1 0 1 1 0 0 1 1]
 [0 0 1 1 0 0 0 1 0 0]
 [1 1 1 1 0 1 1 1 0 0]
 [0 1 1 1 1 1 0 1 0 0]
 [1 1 0 1 1 1 0 1 0 1]
 [1 0 0 0 1 1 0 1 1 1]
 [0 0 1 1 0 0 0 0 0 1]
 [1 1 0 1 0 0 0 0 0 0]
 [1 1 0 0 0 0 1 1 0 1]
 [0 1 1 0 0 1 0 1 0 1]
 [1 1 1 1 1 1 1 1 1 0]
 [0 0 1 0 0 1 0 1 1 1]
 [0 0 0 1 0 0 0 1 0 0]
 [0 1 1 1 1 0 1 1 1 0]
 [0 0 1 1 0 0 1 1 1 1]
 [1 0 0 0 1 0 0 1 0 0]
 [1 0 1 0 1 0 1 0 0 0]
 [0 0 0 1 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 1 1]]",0.00028896331787109375,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],20,bruteforce
63,20,10,8,True,"[[1 0 1 1 0 1 1 0 1 0]
 [0 1 1 0 1 1 0 0 1 1]
 [0 0 1 1 0 0 0 1 0 0]
 [1 1 1 1 0 1 1 1 0 0]
 [0 1 1 1 1 1 0 1 0 0]
 [1 1 0 1 1 1 0 1 0 1]
 [1 0 0 0 1 1 0 1 1 1]
 [0 0 1 1 0 0 0 0 0 1]
 [1 1 0 1 0 0 0 0 0 0]
 [1 1 0 0 0 0 1 1 0 1]
 [0 1 1 0 0 1 0 1 0 1]
 [1 1 1 1 1 1 1 1 1 0]
 [0 0 1 0 0 1 0 1 1 1]
 [0 0 0 1 0 0 0 1 0 0]
 [0 1 1 1 1 0 1 1 1 0]
 [0 0 1 1 0 0 1 1 1 1]
 [1 0 0 0 1 0 0 1 0 0]
 [1 0 1 0 1 0 1 0 0 0]
 [0 0 0 1 0 0 0 0 0 1]
 [0 1 0 0 0 0 0 0 1 1]]",1.2683520317077637,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],20.0,mainsolver
64,20,20,1,False,"[[1 0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 0 1]
 [0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0]
 [0 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0]
 [1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0]
 [1 1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1]
 [0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0]
 [1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1]
 [1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0]
 [1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1]
 [0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1]
 [1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0]
 [1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 0]
 [0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1 1]
 [0 0 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0]
 [0 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0]
 [1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0]]",0.0004696846008300781,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],15,bruteforce
65,20,20,1,False,"[[1 0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 0 1]
 [0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0]
 [0 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0]
 [1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0]
 [1 1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 1]
 [0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0]
 [1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1]
 [1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0]
 [1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1]
 [0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1]
 [1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0]
 [1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1]
 [1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 0]
 [0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1 1]
 [0 0 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0]
 [0 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0]
 [1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0]]",2.6398167610168457,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],15.0,mainsolver
66,20,20,1,True,"[[1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 0]
 [1 0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 0]
 [1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1]
 [0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1]
 [0 1 1 0 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 1 1]
 [1 1 0 1 0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1]
 [0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1]
 [1 0 1 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1]
 [0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1]
 [0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1]
 [1 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0]
 [1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 0]
 [1 1 0 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0]
 [0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0]
 [0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 0 0]
 [0 1 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0]
 [0 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 0 1 1]
 [0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 1]
 [1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1]]",0.0007584095001220703,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],13,bruteforce
67,20,20,1,True,"[[1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 0]
 [1 0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 0]
 [1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1]
 [0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1]
 [0 1 1 0 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0]
 [1 1 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 1 1]
 [1 1 0 1 0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1]
 [0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1]
 [1 0 1 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1]
 [0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1]
 [0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1]
 [1 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0]
 [1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 0]
 [1 1 0 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0]
 [0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0]
 [0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 0 0]
 [0 1 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0]
 [0 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 0 1 1]
 [0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1 0 1]
 [1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1]]",2.713548421859741,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],13.0,mainsolver
68,20,20,2,False,"[[0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 0 1 1 1]
 [1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1]
 [0 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1]
 [1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 0]
 [1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0]
 [0 1 0 1 1 1 1 0 0 1 1 0 0 0 0 0 1 1 0 1]
 [0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 1]
 [1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1]
 [0 1 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 1]
 [0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0]
 [0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0]
 [0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 1]
 [1 1 0 0 0 1 1 1 0 1 1 0 0 1 1 0 0 0 1 1]
 [0 0 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0]
 [1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0]
 [1 1 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 1]
 [0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1]
 [0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 1]
 [1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1]]",0.002499103546142578,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],19,bruteforce
69,20,20,2,False,"[[0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 0 1 1 1]
 [1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1]
 [0 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1]
 [1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 0]
 [1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0]
 [0 1 0 1 1 1 1 0 0 1 1 0 0 0 0 0 1 1 0 1]
 [0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 1]
 [1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1]
 [0 1 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 1]
 [0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0]
 [0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0]
 [0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 1]
 [1 1 0 0 0 1 1 1 0 1 1 0 0 1 1 0 0 0 1 1]
 [0 0 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0]
 [1 0 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0]
 [1 1 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 1]
 [0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1]
 [0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 1]
 [1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1]]",2.5823922157287598,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],19.0,mainsolver
